"","indiv_id","date","sex","race","age","charge_num","sec_code","ca_code","section_full","section","subsection1","subsection2","subsection3","subsection4","subsection5","part","part_head","title","title_head","chapter","chapter_head","division","division_head","description_1","description_2","description_3","description_4","description_5","description_6","description_7","description_8","sentence_1","sentence_2","sentence_3","sentence_4","sentence_5","sentence_6","sentence_7","sentence_8","severity_1","severity_2","severity_3","severity_4","severity_5","severity_6","severity_7","severity_8","code","category","violation","class (needs checking)","notes"
"2636","1499",2017-10-04,"M","Hispanic",32,"charge1","10851(A)VC","VC","10851 (A)","10851","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","TAKE VEHICLE WITHOUT OWNER'S CONSENT",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL OR F",NA,NA,NA,NA,NA,NA,"Felony","Misdemeanor",NA,NA,NA,NA,NA,NA,"VC","Theft","motor vehicle theft","felony/misdemeanor",NA
"2637","1499",2017-10-04,"M","Hispanic",32,"charge2","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"2638","1500",2017-10-04,"M","White",36,"charge1","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
"2639","1500",2017-10-04,"M","White",36,"charge2","B/WFEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2640","1501",2017-10-04,"M","White",51,"charge1","10851(A)VC","VC","10851 (A)","10851","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","TAKE VEHICLE WITHOUT OWNER'S CONSENT",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL OR F",NA,NA,NA,NA,NA,NA,"Felony","Misdemeanor",NA,NA,NA,NA,NA,NA,"VC","Theft","motor vehicle theft","felony/misdemeanor",NA
"2641","1502",2017-10-05,"F","Hispanic",24,"charge1","242PC","PC","242","242",NA,NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY WITH SERIOUS BODILY INJURY","BATTERY","BATTERY AGAINST PEACE OFFICER","BATTERY EMERGENCY PERSON/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY ON PERSON","BATTERY WITH SERIOUS BODILY INJURY","2,3,4 YRS OR J","","16 MO,2,3 YRS OR J","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","Felony",NA,"Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor","PC","Assault and battery","unlawful use of force/violence","felony",NA
"2642","1502",2017-10-05,"F","Hispanic",24,"charge2","422.7(A)PC","PC","422.7 (A)","422.7","(A)",NA,NA,NA,NA,"1","Crimes and punishments",NA,NA,"2","Crimes and penalties",NA,NA,"VIOLATE CIVIL RIGHTS:CAUSE VIOLENT INJURY/ETC",NA,NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J",NA,NA,NA,NA,NA,NA,NA,"Felony",NA,NA,NA,NA,NA,NA,NA,"PC","Assault and battery","hate crime, violent injury intent","misdemeanor/infraction",NA
"2643","1503",2017-10-05,"F","White",57,"charge1","459PC","PC","459","459",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"BURGLARY","BURGLARY:FIRST DEGREE","BURGLARY:SECOND DEGREE","BURGLARY","BURGLARY","BURGLARY:SECOND DEGREE","BURGLARY:SECOND DEGREE",NA,"2,4,6 YRS","2,4,6 YRS","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL",NA,"Felony","Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,"PC","Burglary","burglary, general","felony",NA
"2644","1503",2017-10-05,"F","White",57,"charge2","530.5(A)PC","PC","530.5 (A)","530.5","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","8","False personation and cheats",NA,NA,"GET CREDIT/ETC OTHER'S ID","OBTAIN CREDIT/ETC:USE OTHERS ID","OBTAIN CREDIT/ETC:USE OTHERS ID",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","identity theft","misdemeanor",NA
"2645","1504",2017-10-06,"M","White",25,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
"2646","1504",2017-10-06,"M","White",25,"charge2","23152(B)VC","VC","23152 (B)","23152","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL/0.08 PERCENT",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bac > 0.08","felony",NA
"2647","1505",2017-10-06,"M","White",50,"charge1","243(B)PC","PC","243 (B)","243","(B)",NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC","BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","battery vs peace officer/etc","felony/misdemeanor",NA
"2648","1505",2017-10-06,"M","White",50,"charge2","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2649","1506",2017-10-07,"M","White",38,"charge1","496(A)PC","PC","496 (A)","496","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","receiving stolen property","felony",NA
"2650","1506",2017-10-07,"M","White",38,"charge2","11350(A)HS","HS","11350 (A)","11350","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"HS","Drug offenses","narcotic","felony",NA
"2651","1506",2017-10-07,"M","White",38,"charge3","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
"2652","1507",2017-10-07,"F","White",41,"charge1","11550(A)HS","HS","11550 (A)","11550","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,NA,NA,"90-365 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony/misdemeanor",NA
"2653","1508",2017-10-07,"M","White",50,"charge1","240PC","PC","240","240",NA,NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"ASSAULT PEACE OFFICER/EMERGENCY PERSONNEL/ETC","ASSAULT PEACE OFFICER/EMERGENCY PERSONNEL/ETC","ASSAULT","ASSAULT ON PERSON",NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Assault and battery","attempt to commit violent injury","felony",NA
"2654","1508",2017-10-07,"M","White",50,"charge2","242PC","PC","242","242",NA,NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY WITH SERIOUS BODILY INJURY","BATTERY","BATTERY AGAINST PEACE OFFICER","BATTERY EMERGENCY PERSON/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","BATTERY ON PERSON","BATTERY WITH SERIOUS BODILY INJURY","2,3,4 YRS OR J","","16 MO,2,3 YRS OR J","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","Felony",NA,"Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor","PC","Assault and battery","unlawful use of force/violence","felony",NA
"2655","1509",2017-10-08,"M","White",19,"charge1","23153(A)VC","VC","23153 (A)","23153","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL:CAUSING BODILY INJURY","DUI ALCOHOL:CAUSING BODILY INJURY","DUI ALCOHOL:CAUSING BODILY INJURY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","90-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Felony","Misdemeanor",NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bodily injury","felony",NA
"2656","1509",2017-10-08,"M","White",19,"charge2","23153(B)VC","VC","23153 (B)","23153","(B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI .08 ALCOHOL:CAUSING BODILY INJURY","DUI .08 ALCOHOL:CAUSING BODILY INJURY",NA,NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","90-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Felony","Misdemeanor",NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","dui, bodily injury, bac > 0.08","felony",NA
"2657","1510",2017-10-08,"F","White",28,"charge1","11350(A)HS","HS","11350 (A)","11350","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE","POSSESS NARCOTIC CONTROLLED SUBSTANCE",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"HS","Drug offenses","narcotic","felony",NA
"2658","1510",2017-10-08,"F","White",28,"charge2","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
"2659","1510",2017-10-08,"F","White",28,"charge3","O/WMISD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2660","1511",2017-10-08,"M","White",34,"charge1","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","resisting arrest","felony",NA
"2661","1511",2017-10-08,"M","White",34,"charge2","148.9(A)PC","PC","148.9 (A)","148.9","(A)",NA,NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICERS",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Impeding public justice","false representation","felony",NA
"2662","1511",2017-10-08,"M","White",34,"charge3","O/WFEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2663","1512",2017-10-08,"M","White",36,"charge1","30305(A)(1)PC","PC","30305 (A) (1)","30305","(A)","(1)",NA,NA,NA,"6","Control of deadly weapons",NA,NA,NA,NA,NA,NA,"PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC","PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC","PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC","PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC",NA,NA,NA,NA,"16 MO,2,3 YRS","16 MO,2,3 YRS","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,"Felony","Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Weapons","ammunition possession","felony",NA
"2664","1512",2017-10-08,"M","White",36,"charge2","O/WFEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2665","1512",2017-10-08,"M","White",36,"charge3","O/WMISD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2666","1513",2017-10-08,"M","White",55,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2667","1514",2017-10-09,"M","White",25,"charge1","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2668","1515",2017-10-09,"M","Other",25,"charge1","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Miscellaneous","conspiracy to commit a crime","felony/misdemeanor",NA
"2669","1515",2017-10-09,"M","Other",25,"charge2","22610(A)PC","PC","22610 (A)","22610","(A)",NA,NA,NA,NA,"6","Control of deadly weapons",NA,NA,NA,NA,NA,NA,"FELON POSSESS/BUY/USE STUN GUN",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Weapons","stun gun possession","felony",NA
"2670","1515",2017-10-09,"M","Other",25,"charge3","459PC","PC","459","459",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"BURGLARY","BURGLARY:FIRST DEGREE","BURGLARY:SECOND DEGREE","BURGLARY","BURGLARY","BURGLARY:SECOND DEGREE","BURGLARY:SECOND DEGREE",NA,"2,4,6 YRS","2,4,6 YRS","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL",NA,"Felony","Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,"PC","Burglary","burglary, general","felony",NA
"2671","1516",2017-10-09,"M","White",35,"charge1","182(A)(1)PC","PC","182 (A) (1)","182","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","8","Conspiracy",NA,NA,"CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME","CONSPIRACY:COMMIT CRIME",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Miscellaneous","conspiracy to commit a crime","felony/misdemeanor",NA
"2672","1516",2017-10-09,"M","White",35,"charge2","22610(A)PC","PC","22610 (A)","22610","(A)",NA,NA,NA,NA,"6","Control of deadly weapons",NA,NA,NA,NA,NA,NA,"FELON POSSESS/BUY/USE STUN GUN",NA,NA,NA,NA,NA,NA,NA,"1-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"PC","Weapons","stun gun possession","felony",NA
"2673","1516",2017-10-09,"M","White",35,"charge3","459PC","PC","459","459",NA,NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","2","Burglary",NA,NA,"BURGLARY","BURGLARY:FIRST DEGREE","BURGLARY:SECOND DEGREE","BURGLARY","BURGLARY","BURGLARY:SECOND DEGREE","BURGLARY:SECOND DEGREE",NA,"2,4,6 YRS","2,4,6 YRS","16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL","1-365 DA JAIL",NA,"Felony","Felony","Felony","Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,"PC","Burglary","burglary, general","felony",NA
"2674","1517",2017-10-09,"M","White",54,"charge1","664/10851(A)VC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VC","Theft","joyriding","felony",NA
"2675","1517",2017-10-09,"M","White",54,"charge2","11364(A)HS","HS","11364 (A)","11364","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS UNLAWFUL PARAPHERNALIA",NA,NA,NA,NA,NA,NA,NA,"15-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"HS","Drug offenses","other drugs","felony",NA
"2676","1518",2017-10-11,"F","Korean",23,"charge1","496(A)PC","PC","496 (A)","496","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","receiving stolen property","felony",NA
"2677","1518",2017-10-11,"F","Korean",23,"charge2","11377(A)HS","HS","11377 (A)","11377","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Uniform controlled substances act","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE","POSSESS CONTROLLED SUBSTANCE",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"HS","Drug offenses","dangerous drug","misdemeanor/infraction",NA
"2678","1519",2017-10-11,"M","White",43,"charge1","496(A)PC","PC","496 (A)","496","(A)",NA,NA,NA,NA,"1","Crimes and punishments","13","Crimes against property","5","Larceny",NA,NA,"RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY","RECEIVE/ETC KNOWN STOLEN PROPERTY",NA,NA,NA,NA,NA,"16 MO,2,3 YRS OR J","1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,"Felony","Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,"PC","Theft","receiving stolen property","felony",NA
"2679","1519",2017-10-11,"M","White",43,"charge2","B/WFEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2680","1520",2017-10-11,"M","White",50,"charge1","148(A)(1)PC","PC","148 (A) (1)","148","(A)","(1)",NA,NA,NA,"1","Crimes and punishments","7","Crimes against public justice","7","Other offenses against public justice",NA,NA,"OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH","OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","resisting arrest","felony",NA
"2681","1520",2017-10-11,"M","White",50,"charge2","243(B)PC","PC","243 (B)","243","(B)",NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","9","Assault and battery",NA,NA,"BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC","BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC",NA,NA,NA,NA,NA,NA,"1-365 DA JAIL","1-365 DA JAIL",NA,NA,NA,NA,NA,NA,"Misdemeanor","Misdemeanor",NA,NA,NA,NA,NA,NA,"PC","Assault and battery","battery vs peace officer/etc","felony/misdemeanor",NA
"2682","1520",2017-10-11,"M","White",50,"charge3","647(F)PC","PC","647 (F)","647","(F)",NA,NA,NA,NA,"1","Crimes and punishments","15","Miscellaneous crimes","1","Of other and miscellaneous offenses",NA,NA,"DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","DISORDERLY CONDUCT:ALCOHOL","DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG","DISORDERLY CONDUCT:TOLUENE",NA,NA,NA,NA,"1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL","1-180 DA JAIL",NA,NA,NA,NA,"Misdemeanor","Misdemeanor","Misdemeanor","Misdemeanor",NA,NA,NA,NA,"PC","Drug offenses","other drugs","felony",NA
"2683","1521",2017-10-13,"M","White",42,"charge1","211PC","PC","211","211",NA,NA,NA,NA,NA,"1","Crimes and punishments","8","Crimes against the person","4","Robbery",NA,NA,"ROBBERY 1ST DEG HOME INV","ROBBERY","ROBBERY:FIRST DEGREE","ROBBERY:SECOND DEGREE",NA,NA,NA,NA,"3,6,9 YRS","3,4,6 YRS","3,4,6 YRS","2,3,5 YRS",NA,NA,NA,NA,"Felony","Felony","Felony","Felony",NA,NA,NA,NA,"PC","Robbery","personal property","felony/misdemeanor",NA
"2684","1522",2017-10-14,"M","Chinese",19,"charge1","23152(A)VC","VC","23152 (A)","23152","(A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUI ALCOHOL",NA,NA,NA,NA,NA,NA,NA,"4-180 DA JAIL",NA,NA,NA,NA,NA,NA,NA,"Misdemeanor",NA,NA,NA,NA,NA,NA,NA,"VC","Alcohol-related incidents","general dui","felony",NA
